SalaryUSD|Country|PrimaryDatabase|YearsWithThisDatabase|EmploymentStatus|JobTitle|ManageStaff|YearsWithThisTypeOfJob|HowManyCompanies|OtherPeopleOnYourTeam|PopulationOfLargestCityWithin20Miles|EmploymentSector|CareerPlansThisYear|Gender|DatabaseServers|Education|EducationIsComputerRelated|Certifications|HoursWorkedPerWeek|TelecommuteDaysPerWeek
44774|UK|M|11|E|DA|N|11||0||PB|S|M|1|Bachelors (4 years)|Yes|N|38|zero
80000|UK|M|15|E|DBAP|N|1||6||PB|S|M|300|None (no degree completed)||YesValid|40|one
52000|Netherlands|M|10|E|DBAP|N|10||0||E|S|M|19|None (no degree completed)||YesExpired|40|zero
87227|Norway|M|10|E|D|N|2||0||PB|S|M|12|Bachelors (4 years)|Yes|YesExpired|37|one
36000|Poland|M|9|E|DBAG|N|8||2||PB|S|M|400|Bachelors (4 years)|No|YesExpired|40|five
400000|India|M|14|IC|DBAD|N|6||0||PB|S|M|0|Masters|No|YesExpired|60|five
81000|USA|M|10|E|D|Y|1||2||PB||F|4|None (no degree completed)||N|60|zero
70000|UK|M|10|E|DBAP|N|2||1||PB|SE|M|200|Bachelors (4 years)|Yes|YesValid|42|one
85000|USA|A|1|E|D|N|2||0||PB|S|M|2|Masters|No|N|40|zero
56000|UK|M|10|E|DT|N|1||1||PB|S|M|4|None (no degree completed)||N|42|zero
95612|USA|M|17|E|DBAG|N|17||0||PB|S|M|70|None (no degree completed)||YesExpired|45|two
28800|Belarus|M|10|E|DBAD|N|3||0||PB|S|M|5|Bachelors (4 years)|Yes|YesValid|40|zero
81000|France|M|6|IC|DBAP|Y|1||2||PB|S|M|100|Masters|No|YesExpired|40|zero
75000|USA|M|6|E|DT|Y|3||6||PB|SR|F|1|Bachelors (4 years)|Yes|N|45|one
130000|USA||2|EC|E|N|1||2||PB|S|M|20|Masters|Yes|YesValid|55|one
112000|USA|M|7|EC|E|Y|5||0||PB|||15|Bachelors (4 years)|No|YesValid|60|five
86600|USA|M|7|E|DBAG|N|5||0||PB|SR|M|15|Bachelors (4 years)|No|N|40|zero
75000|CzechRepublic|M|15|IC|DBAG|N|1||2||PB|SE|M|8|Associates (2 years)|No|YesValid|50|zero
85000|USA|M|3|E|DBAD|N|3||0||LG|S|M|11|Bachelors (4 years)|Yes|N|40|zero
60000|Germany|M|8|E|DT|N|6||3||PB|S|M|4|Bachelors (4 years)|Yes|YesExpired|40|zero
46000|USA|M|24|E|DBAP|N|20||6||E|S||250|Masters|Yes|YesExpired|40|two
103000|USA|M|13|E|DBAG|N|1||0||PB|S|M|40|Bachelors (4 years)|Yes|N|40|zero
97000|USA|M|10|E|A|N|7||0||PB|SE|M|12|Associates (2 years)|Yes|N|40|zero
63000|USA|M|6|E|DA|N|3||3||PB|S|M|3|Bachelors (4 years)|Yes|N|40|zero
105000|USA|M|12|E|M|Y|12||0||PB|S|M|6|Bachelors (4 years)|Yes|N|50|zero
125000|USA|O|20|E|M|Y|5||5||PB||M|120|Bachelors (4 years)|No|YesExpired|52|zero
95000|USA|M|8|E|DBAG|N|1||3||PB|S|M|60|Bachelors (4 years)|Yes|YesExpired|40|zero
115000|USA|M|8|E|DA|Y|8||2||E|S||5|Bachelors (4 years)|No|N|45|zero
135000|USA|M|7|E|E|N|1||4||PB|SE|M|10|Associates (2 years)|Yes|YesValid|40|five
90000|USA|M|15|E|DBAG|N|5||1||PB|S||250|Associates (2 years)||YesValid|50|zero
118000|USA|M|11|EC|M|Y|6||2||PB|S|M|200|Bachelors (4 years)|Yes|YesValid|50|zero
65000|Portugal|M|18|E|DBAG|N|14||4||PB|S|M|60|Bachelors (4 years)|Yes|YesValid|40|two
77650|USA|M|9|E|DBAD|N|7||0||PB|S|M|4|Associates (2 years)|Yes|N|45|zero
125000|USA|M|17|E|M|Y|1||0||PB|S|M|7|None (no degree completed)||N|40|zero
130000|USA|M|10|E|A|N|1||0||PB|S|M|10|Masters|No|YesValid|36|five
110000|USA|M|12|E|DA|N|12||3||PB|S|M|40|None (no degree completed)||N|40|zero
75000|USA|M|15|E|DBAG|N|2||2||PB|S|M|20|None (no degree completed)||N|45|zero
150000|USA|M|19|IC|DBAG|N|1||3||PB|C|M|60|Bachelors (4 years)|No|N|40|zero
75000|USA|M|6|E|DBAG|N|2||0||PB|C|F|15|Associates (2 years)|Yes|YesExpired|50|one
100000|USA|M|15|E|DBAG|N|4||0||PB|S|M|35|Associates (2 years)||N|45|zero
114000|USA|M|18|E|DBAP|N|5||0||PB|S|M|30|Bachelors (4 years)|No|YesExpired|40|one
99600|USA|M|13|E|DBAP|N|4||0||PB|SR|M|5|None (no degree completed)||N|45|zero
76000|Germany|M|14|E|DBAP|Y|5||2||PB|SR|M|40|Bachelors (4 years)||YesValid|40|five
121000|USA|M|2|E|M|Y|2||0||PB|S|M|5|Bachelors (4 years)|No|YesExpired|50|zero
81000|USA|M|17|E|DBAG|Y|10||0||PB|S|M|3|Bachelors (4 years)|No|N|40|zero
175000|USA|M|18|E|A|N|18||1||FG|S|M|30|Bachelors (4 years)|Yes|YesExpired|50|one
87000|USA|M|10|E|DA|N|3||0||E|S|F|60|None (no degree completed)||YesValid|40|zero
125000|USA|M|10|EC|DBAP|N|2||0||PB|S|M|100|Bachelors (4 years)|No|N|50|one
100000|USA|M|8|E|M|Y|3||0||PB||M|15|Bachelors (4 years)|Yes|YesExpired|55|five
20000|Bulgaria|M|5|E|DA|Y|5||1||PB|S|M|3|Bachelors (4 years)|Yes|N|40|zero
107500|USA|M|12|E|A|Y|3||0||PB|S|F|6|Bachelors (4 years)|No|YesValid|42|zero
92000|Canada|M|14|E|DBAP|N|14||1||PB|S|M|30|Masters|No|N|35|one
90000|UK|M|14|E|DBAG|N|1||0||PB|S|M|50|None (no degree completed)|No|YesExpired|35|five
69000|USA|O|3|E|D|N|1||6||NP|S|M|3|Bachelors (4 years)|Yes|N|40|zero
98000|USA|M|25|E|DA|N|25||5||NP|S|M|10|Associates (2 years)|Yes|YesExpired|40|one
90000|USA|M|12|E|DT|N|9||1||PB|C|M|15|Bachelors (4 years)|No|YesExpired|42|one
100000|USA|M|6|E|D|N|6||4||PB|SR|M|30|Bachelors (4 years)|No|N|40|one
83000|Germany|M|20|E|DBAG|N|1||0||PB|SE|M|30|Bachelors (4 years)|Yes|YesValid|40|two
135000|USA|M|17|E|DBAG|Y|5||0||PB|C|M|40|Associates (2 years)|No|YesExpired|50|one
96000|USA|M|20|E|DBAD|N|20||0||PB|S|M|30|None (no degree completed)||YesExpired|40|five
99500|USA|M|20|E|DBAG|N|7||6||PB|C|M|200|None (no degree completed)||YesExpired|47|zero
120000|USA|M|16|E|DBAP|N|3||0||PB|S|M|110|Masters|Yes|N|42|zero
106000|USA|M|17|E|DA|N|5||4||PB|S|M|10|Bachelors (4 years)|Yes|N|40|zero
50000|Mexico|M|9|E|DT|N|1||1||PB|S|M|30|Bachelors (4 years)|Yes|YesValid|40|one
106000|USA|M|14|E|D|N|0||2||PB|S|M|6|Associates (2 years)|Yes|N|50|zero
54432|SaudiArabia|M|4|E|DBAP|N|2||2||PB|SE|M|40|Masters|No|YesExpired|45|one
101000|USA|M|7|E|M|Y|2||0||PB|SE|M|10|Masters|No|N|40|one
148000|USA|M|10|E|DBAP|N|10||3||PB||M|50|None (no degree completed)||YesExpired|55|three
85000|Romania|M|16|IC|DBAG|N|16||0||PB|S|M|50|Bachelors (4 years)|Yes|N|60|five
130000|Germany|M|20|IC|A|N|16||0||PB|S|M|4|Masters|Yes|N|50|zero
75000|USA|M|3|E|D|N|2||2||E|S|M|6|Masters|Yes|N|38|zero
800000|Germany|M|15|EC|DBAP|Y|17||2||PB|SE|M|80|None (no degree completed)||YesExpired|40|three
150000|USA|M|20|E|A|Y|20||0||PB|SR|M|2|Bachelors (4 years)|Yes|YesValid|40|five
195000|USA|M|20|E|A|Y|3||0||PB|C|M|10|Masters|No|YesValid|45|four
90000|USA|M|9|EC|DBAP|N|9||6||PB|C|M|150|Bachelors (4 years)|Yes|YesValid|40|zero
111000|USA|M|10|E|A|N|7||1||PB|S|M|12|Bachelors (4 years)|Yes|YesExpired|40|zero
108000|USA|M|15|E|DBAP|Y|12||0||LG|S|M|30|Associates (2 years)||N|45|zero
50000|USA|M|3|E|DA|N|3||1||PB|SE|M|25|Associates (2 years)|Yes|YesValid|40|zero
180000|USA|M|20|E|M|Y|20||1||PB|S|M|5|Bachelors (4 years)|No|N|55|one
155000|USA|M|20|E|DBAG|Y|10||0||NP|C|M|100|Bachelors (4 years)|Yes|YesExpired|50|zero
80000|USA|M|17|E|DBAG|N|17||0||PB|S|M|2|Bachelors (4 years)|Yes|YesExpired|45|zero
96000|Denmark|M|15|E|DBAP|N|20||3||PB|S|M|50|Bachelors (4 years)||YesValid|50|two
140000|USA|M|20|E|D|N|3||3||PB|S|M|10|Bachelors (4 years)|Yes|YesValid|40|two
100000|USA|M|25|E|D|N|1||1||PB|S|M|25|None (no degree completed)||N|40|zero
205000|USA|M|20|E|E|N|7||0||PB|SE|F|20000|Associates (2 years)|Yes|YesExpired|40|one
89750|USA|M|5|E|DBAG|N|18||1||LG|S|M|15|Bachelors (4 years)|No|YesValid|40|zero
45000|Italy|DB2|20|E|AN|N|20||0||PB|S|M|80|None (no degree completed)|No|YesExpired|40|zero
160000|USA|M|8|E|A|Y|5||2||PB|S|M|140|Bachelors (4 years)|Yes|YesExpired|45|one
122000|USA|M|12|E|M|Y|0||0||PB|C|M|9|Bachelors (4 years)|Yes|N|40|one
153000|USA|M|17|E|DT|N|5||0||PB||M|2|Bachelors (4 years)|No|N|60|one
110000|USA|M|17|E|M|Y|3||0||PB|S|M|5|Masters|Yes|YesExpired|50|three
16000|India|M|4|E|DBAD|Y|3||6||PB|C|M|50|Bachelors (4 years)|No|N|40|zero
66000|Sweden|M|4|EC|DBAP|N|20||2||PB|S|M|20|None (no degree completed)|No|YesExpired|40|zero
89000|Netherlands|M|10|EC|D|N|10||2||PB|SE|NB|4|Bachelors (4 years)|Yes|YesValid|40|zero
120000|USA|M|12|E|DBAG|N|5||0||PB|SE|M|20|Bachelors (4 years)|Yes|N|40|zero
132000|USA|M|17|E|M|Y|7||1||PB|S|M|10|Bachelors (4 years)|Yes|N|70|one
115000|USA|M|20|E|DBAG|N|3||0||PB|S|M|125|Bachelors (4 years)|Yes|N|50|five
37000|Ukraine|MS|5|E|DA|N|5||2||PB|SR|M|4|Masters|Yes|N|45|zero
100000|USA|M|10|E|DT|Y|3||2||PB|SE|M|8|Associates (2 years)|Yes|YesExpired|50|zero
15600|Latvia|A|4|E|D|N|5||1||PB|SE|M|7|None (no degree completed)|Yes|YesValid|40|zero
132000|USA|M|18|E|A|N|7||0||PB|SR|M|5|Masters|Yes|YesExpired|45|two
95000|USA|M|18|E|DBAP|N|5||0||PB|S|M|45|None (no degree completed)||YesExpired|40|zero
135000|USA|M|10|E|DBAD|N|2||3||PB|SE|M|4000|Bachelors (4 years)|Yes|YesValid|45|one
95000|USA|O|5|E|DT|N|2||4||FG|SR|M|90|None (no degree completed)||N|40|two
124000|USA|M|10|E|M|Y|5||0||E|S|M|2|Bachelors (4 years)|Yes|N|45|zero
100000|USA|M|20|E|DBAP|N|10||2||SG|S|M|15|Bachelors (4 years)|Yes|YesExpired|40|five
56315|Australia|M|17|E|D|Y|2||0||PB|S|M|4|Associates (2 years)|Yes|N|50|one
70000|USA|M|4|E|DT|N|4||1||PB|SR|M|2|Bachelors (4 years)|No|N|40|zero
135000|USA|M|21|E|DBAP|N|22||1||PB|S|M|374|None (no degree completed)||N|50|five
31000|India|M|9|E|DBAD|N|9||2||PB|SE|M|50|Masters|Yes|YesExpired|40|zero
625|India|P|1|E|DBAG|N|3||3||PB|SR|F|10|Bachelors (4 years)|Yes|YesValid|40|zero
12000|Brazil|M|2|E|DBAD|N|1||3||PB|S|M|1|Bachelors (4 years)|Yes|N|40|zero
81600|USA|O|10|IC|DBAG|Y|1||6||PB|S|M|200|Associates (2 years)|No|N|52|two
87000|USA|M|7|E|DBAP|N|7||1||PB|S|M|50|Bachelors (4 years)|No|YesValid|40|one
101000|USA|M|13|E|DBAG|N|3||3||PB|S|M|1000|Bachelors (4 years)|Yes|YesValid|45|zero
131700|USA|O|25|E|DBAP|Y|28||1||FG|S|F|4|Bachelors (4 years)|Yes|N|45|one
75000|USA|M|2|E|DA|N|2||2||PB||M|5|Associates (2 years)|Yes|N|38|zero
106000|USA|M|4|EC|E|N|2||6||PB|S|M|10|None (no degree completed)||YesValid|60|three
100000|USA|M|10|E|DT|N|2||0||PB|S|M|50|Bachelors (4 years)|No|N|40|zero
117031|USA|M|21|E|D|N|15||0||PB|S|F|25|Bachelors (4 years)|No|YesValid|40|four
17333|Uruguay|M|7|E|DBAP|Y|7||2||PB|SE|M|20|Bachelors (4 years)|Yes|N|35|five
104000|USA|M|7|E|M|Y|1||0||PB|S|M|100|Bachelors (4 years)|Yes|N|45|zero
65000|USA|MA|20|E|AN|N|6||2||LG||M|4|Bachelors (4 years)|No|N|37|zero
86000|USA|M|4|E|DBAP|N|4||2||PB|S|M|125|Bachelors (4 years)|Yes|N|40|zero
95000|USA|M|5|E|DA|N|10||1||PB|S|M|6|Bachelors (4 years)|Yes|N|45|zero
169000|UK|M|17|IC|DBAG|N|17||2||PB|S|F|300|Bachelors (4 years)|Yes|YesExpired|37|three
125000|USA|M|10|E|D|N|0||1||PB|S|M|8|Bachelors (4 years)|Yes|N|40|one
88000|USA|M|7|E|DBAG|N|7||6||PB|C|M|50|None (no degree completed)||N|50|zero
132387|USA|M|12|E|E|N|3||2||PB|S|M|240|None (no degree completed)||YesValid|50|five
168000|USA|MS|10|E|A|N|6||1||PB|S|F|100|Bachelors (4 years)|Yes|N|40|five
80000|USA|M|15|E|AN|N|15||1||PB|S|M|1|None (no degree completed)||YesValid|45|zero
110000|USA|M|5|E|DBAG|N|5||5||PB|SR|M|20|Bachelors (4 years)|Yes|YesValid|40|zero
120000|USA|O|15|E|DBAG|N|2||0||PB|S|M|80|Bachelors (4 years)|No|N|40|zero
68000|USA|M|3|E|DBAP|N|3||2||PB|SR|M|30|Bachelors (4 years)|Yes|N|40|zero
113000|USA|M|17|E|DBAG|N|10||0||PB|S|M|117|Associates (2 years)|Yes|N|40|five
116000|USA|M|12|E|DBAG|N|17||1||PB|S|F|145|Bachelors (4 years)|Yes|YesValid|40|five
95000|USA|M|17|E|DBAG|N|2||1||NP|S|M|105|Bachelors (4 years)|No|YesValid|45|zero
64000|South-Africa|MS|15|E|DBAP|N|10||2||PB|SE|M|35|None (no degree completed)||N|45|three
117000|USA|M|20|E|DBAG|N|2||1||PB|SR|M|20|None (no degree completed)||YesExpired|50|zero
136500|USA|M|20|E|DBAP|N|11||1||PB|S|M|65|Bachelors (4 years)|Yes|N|40|zero
300000|USA|M|15|IC|M|Y|12||1||PB|S|M|30|None (no degree completed)||N|65|five
123000|USA|M|17|E|DBAG|N|15||2||PB||M|110|Bachelors (4 years)|No|YesExpired|40|zero
100000|USA|M|9|E|DBAG|Y|9||3||PB|S|F|40|Bachelors (4 years)|Yes|YesValid|50|zero
103000|USA|M|5|E|DBAP|N|10||2||LG|S|M|40|Bachelors (4 years)|Yes|YesExpired|40|zero
100000|USA|M|5|E|DBAG|N|5||0||PB|SE|M|6|None (no degree completed)||YesValid|75|two
120000|USA|M|19|E|DBAG|N|20||6||PB|S|F|1881|Bachelors (4 years)|Yes|YesExpired|45|zero
130000|USA|M|10|E|DBAP|N|3||6||PB|SR|M|400|Masters|Yes|YesValid|45|one
110000|USA|M|5|E|DBAG|N|5||1||LG|S|M|100|None (no degree completed)||N|40|one
97000|Switzerland|O|2|E|DBAP|N|2||6||SG|SR|F|50|Masters|Yes|N|42|zero
98000|USA|M|4|E|M|Y|4||6||PB|S|M|100|Bachelors (4 years)|No|YesExpired|60|one
7800|Sweden|M|12|E|DBAG|N|6||3||PB|SR|M|40|Bachelors (4 years)|No|N|40|zero
88000|USA|M|7|E|DA|N|7||0||PB|C|M|2|Bachelors (4 years)|Yes|N|45|zero
49000|Sweden|M|2|E|DBAG|N|2||0||PB|C|F|30|None (no degree completed)||N|41|zero
120000|USA|M|15|E|DBAD|N|5||0||PB|S|M|8|None (no degree completed)||N|50|one
89000|USA|M|10|E|DT|N|10||0||PB|S|M|5|Bachelors (4 years)|Yes|N|50|zero
120000|USA|M|20|E|DBAP|N|1||0||PB|S|F|40|None (no degree completed)||N|50|zero
87000|USA|M|2|E|DBAG|N|2||1||PB|SR|M|145|Associates (2 years)|No|N|45|zero
105000|USA|M|10|E|M|Y|1||0||PB||M|300|Bachelors (4 years)|Yes|YesExpired|60|zero
107000|USA|M|14|E|DBAG|N|7||1||PB|SE|M|10|None (no degree completed)||YesExpired|45|zero
81000|USA|M|3|E|AN|N|3||0||PB|S|M|4|None (no degree completed)||N|48|zero
76500|USA|M|13|E|DBAG|N|4||1||SG|S|M|44|None (no degree completed)||YesExpired|40|zero
140000|USA|O|30|E|A|N|6||3||PB|S|M|10|Masters|No|YesExpired|50|zero
120000|USA|M|20|E|DBAG|N|10||0||PB|S|M|350|Associates (2 years)|No|N|45|one
91000|USA|M|3|E|E|N|3||5||PB|S|M|250|Masters|Yes|N|40|five
116000|USA|M|20|E|DS|Y|1||0||LG|S|M|25|None (no degree completed)||YesExpired|50|one
116340|USA|M|25|E|DBAP|N|4||5||SG|S|F|350|Associates (2 years)|Yes|YesExpired|40|zero
70000|USA|M|4|E|DBAP|Y|2||2||SG|C|M|50|Bachelors (4 years)|Yes|YesValid|40|zero
75000|USA|M|5|E|DT|N|5||3||PB|S|M|10|Bachelors (4 years)|Yes|N|45|zero
65000|USA|M|5|E|DBAG|N|1||0||PB|S|M|100|Associates (2 years)|Yes|YesExpired|40|zero
115500|USA|M|20|IC|DBAG|N|1||0||PB|SR|M|0|None (no degree completed)||N|40|one
133817|UK||25|IC|DT|N|1||1||PB|C|M|2|Bachelors (4 years)|Yes|YesValid|50|zero
77855|USA|M|5|E|A|N|2||0||LG|S|F|2|Bachelors (4 years)|Yes|N|40|zero
95000|USA|M|16|E|DBAD|N|4||0||PB|S|M|3|None (no degree completed)||N|40|one
80000|USA|M|20|E|DBAD|N|20||0||PB|S|M|2|None (no degree completed)|No|N|40|zero
55000|USA|O|4|E|DBAG|N|3||0||PB|C|M|3|Bachelors (4 years)|Yes|YesValid|40|zero
109000|USA|M|20|E|DBAP|N|20||6||PB|S|F|3000|Bachelors (4 years)|Yes|YesExpired|45|two
114000|USA|M|10|EC|DBAG|N|1||0||PB|S|M|180|Bachelors (4 years)|Yes|YesExpired|40|two
113000|USA|M|10|E|A|Y|2||0||PB|S|M|12|None (no degree completed)||YesValid|50|zero
65000|USA|M|3|E|DBAG|N|1||2||PB|S|M|15|Bachelors (4 years)|Yes|N|40|one
80000|USA|M|8|E|DBAG|N|3||0||PB|C|M|12|Masters|Yes|YesExpired|40|zero
90000|USA|M|8|E|DBAG|N|5||0||PB|S|M|25|None (no degree completed)||YesValid|40|five
67000|Sweden|M|5|E|DBAP|N|18||1||PB|S|F|500|Associates (2 years)|Yes|YesExpired|40|zero
95000|USA|M|18|E|DBAG|N|15||3||PB|S|F|40|Bachelors (4 years)|Yes|N|43|zero
100000|USA|M|4|E|DBAG|Y|3||1||PB|S|F|3|Bachelors (4 years)|Yes|N|38|zero
32000|UK|O|4|E|DBAG|N|4||6||LG|SR|M|320|None (no degree completed)|No|YesValid|45|zero
115000|USA|M|6|E|DBAP|N|5||2||NP|S|M|200|Masters|Yes|YesValid|40|zero
110000|USA|M|20|E|DBAP|N|5||5||PB|S|M|130|Masters|Yes|N|45|two
155000|USA|M|17|E|DBAG|N|6||4||PB|S|F|200|Masters|Yes|YesExpired|45|five
85000|USA|M|14|E|DBAP|N|10||1||NP|S|M|105|Associates (2 years)|Yes|YesExpired|40|one
110000|USA|M|14|E|DBAP|N|13||5||PB|S|F|200|None (no degree completed)||YesExpired|40|two
105000|USA|M|14|E|DT|N|15||1||PB|S|M|10|None (no degree completed)||N|40|zero
85000|USA|M|8|E|DBAG|Y|4||0||PB|S|M|5|None (no degree completed)||N|48|zero
56000|USA|M|6|E|AN|N|6||1||PB|SE|M|10|Bachelors (4 years)||YesExpired|50|zero
120000|USA|M|8|E|DBAG|N|7||0||PB|C|M|632|Masters|Yes|YesExpired|50|five
133000|USA|O|18|E|DBAG|N|0||4||E|SR|F|300|Masters|No|YesValid|50|two
99000|USA|M|25|E|DT|N|4||1||PB|S|M|35|None (no degree completed)||N|40|zero
85000|USA|M|17|E|DBAD|N|17||0||PB|S|M|15|Associates (2 years)|Yes|YesExpired|40|zero
114000|USA|M|10|E|DBAP|Y|5||1||PB|SE|M|30|None (no degree completed)||YesExpired|40|zero
40000|USA|M|17|E|DBAP|Y|21||0||PB|C|M|3|None (no degree completed)||N|40|zero
90000|USA|M|5|E|DBAP|N|4||0||PB|SE|M|50|Masters|No|YesExpired|45|five
157000|USA|O|23|E|DBAG|N|23||1||PB|S|M|4|Bachelors (4 years)|Yes|N|40|one
45000|Malta|M|8|E|D|N|11||3||PB|SE|M|3|Bachelors (4 years)|No|YesValid|50|one
77000|Germany|M|8|E|DBAG|N|8||1||PB|SE|M|40|Bachelors (4 years)|Yes|YesValid|40|zero
145000|USA|M|17|IC|DT|N|7||6||PB|S|M|20|Masters|Yes|N|40|zero
80000|USA|M|11|E|DT|N|11||2||PB|S|F|20|Bachelors (4 years)|Yes|N|40|zero
62000|USA|M|7|E|DBAG|N|5||3||PB|S|F|30|Bachelors (4 years)|Yes|N|50|zero
87700|USA|M|18|E|DA|N|25||3||SG|S|M|8|Bachelors (4 years)|Yes|YesExpired|40|zero
132500|USA|M|10|E|DBAP|Y|4||3||PB|S|M|50|Masters|Yes|N|50|zero
95000|USA|M|12|E|DBAP|N|6||0||PB|S|M|50|Masters|Yes|YesValid|45|five
82000|Canada|M|15|E|A|N|5||0||PB|SR|F|4|Bachelors (4 years)|Yes|YesValid|35|one
85000|Australia|M|10|E|DBAD|Y|15||0||SG|C|F|3|Bachelors (4 years)|Yes|YesExpired|39|three
100000|Canada|M|12|E|DBAP|Y|3||4||PB|SE|M|30|None (no degree completed)||N|60|zero
92000|Australia|M|15|E|DBAP|N|4||1||PB|S|M|100|None (no degree completed)||YesExpired|45|five
107500|USA|M|9|E|DA|N|20||2||PB|SR|M|7|Bachelors (4 years)|Yes|N|44|one
78600|Australia|M|18|E|DBAG|N|12||0||PB|S|F|10|Bachelors (4 years)|Yes|YesExpired|40|zero
133010|USA|M|18|E|DBAP|N|10||1||PB|S|F|80|Bachelors (4 years)|Yes|N|44|zero
50000|Australia|M|1|E|DBAG|N|1||1||PB|SR|M|5|Bachelors (4 years)|Yes|N|39|zero
115000|USA|M|16|E|A|N|10||4||PB|S|M|4|Bachelors (4 years)|Yes|N|45|one
123000|USA|M|11|E|DBAP|N|11||6||PB|S|F|115|Bachelors (4 years)|Yes|N|42|zero
120000|USA|M|17|E|A|Y|2||4||PB|SE||31|Associates (2 years)|No|N|45|zero
75000|USA|M|6|EC|DBAP|N|6||6||PB|S|M|1000|Bachelors (4 years)|Yes|N|45|one
83000|USA|M|4|E|DBAG|N|4||5||PB|S|F|200|Bachelors (4 years)|Yes|N|44|two
93000|USA|M|18|E|DBAD|N|26||0||NP|S|M|15|Bachelors (4 years)|Yes|N|40|zero
103000|USA|M|5|E|D|N|4||4||PB|S|M|30|Bachelors (4 years)|Yes|N|38|zero
71800|Sweden|M|2|E|DBAP|Y|1||3||PB||M|100|Bachelors (4 years)|Yes|N|50|zero
20000|Serbia-and-Montenegro|M|5|E|AN|Y|7||1||PB|S|M|8|Bachelors (4 years)|Yes|YesExpired|40|zero
55000|Italy|M|10|E|E|N|10||6||PB|S|M|100|Masters|Yes|N|50|zero
40000|Bulgaria|M|10|E|E|N|10||4||PB||M|100|Masters|Yes|YesValid|50|zero
44892|UK|M|16|EC|DBAG|N|3||2||PB|S|M|350|Associates (2 years)||YesValid|40|one
57351|UK|M|5|E|DBAP|N|5||5||PB|S|M|250|None (no degree completed)||N|45|zero
80000|Jersey|M|20|E|DT|N|10||1||PB||M|20|Bachelors (4 years)|No|YesValid|40|zero
40000|Netherlands|M|3|E|DT|N|3||4||PB|S|M|5|Bachelors (4 years)|No|YesValid|45|zero
53600|UK|M|8|E|DBAG|N|3||2||PB|S|M|10|None (no degree completed)|No|YesValid|38|zero
60332|UAE|M|15|E|DBAG|N|5||3||LG|SR|M|10|Masters|No|N|40|one
49591|UK|M|2|E|DBAP|N|0||0||PB|S|M|43|None (no degree completed)||N|37|zero
84000|Singapore|M|10|E|DBAG|N|10||1||PB|SR|M|250|Bachelors (4 years)|Yes|YesValid|48|one
13000|Jordan|M|7|E|DBAG|N|7||0||PB|SR|M|100|Bachelors (4 years)||N|45|five
109500|USA|M|9|E|DBAG|N|9||1||PB|S|M|10|Bachelors (4 years)|Yes|YesExpired|60|one
100000|USA|M|7|E|DBAG|N|0||0||NP|S|M|9|Bachelors (4 years)|No|N|50|zero
117920|SaudiArabia|M|13|E|E|N|4||6||PB|C|M|100|Bachelors (4 years)|Yes|YesValid|55|one
125000|USA|M|20|E|DT|N|3||4||PB|S|M|2|Bachelors (4 years)|Yes|N|40|zero
65000|USA|M|6|E|DT|Y|2||1||PB|SE|M|40|Bachelors (4 years)|Yes|YesValid|60|five
86000|USA|M|2|E|DBAG|N|2||1||PB|S|F|15|Bachelors (4 years)|Yes|YesValid|45|zero
125000|USA|M|15|E|DT|Y|2||3||PB|S|M|300|Bachelors (4 years)|No|YesExpired|50|three
105000|USA|M|15|E|DBAG|N|15||0||PB|S|M|10|Bachelors (4 years)|No|N|40|zero
5000|India|M|1|E|AN|N|0||3||PB|C|M|4|Bachelors (4 years)|No|N|50|zero
150000|USA|M|10|E|DBAP|N|3||0||PB|S|M|50|Bachelors (4 years)|Yes|YesExpired|40|zero
105000|USA|M|4|E|DBAG|N|1||1||PB|S|M|8|Bachelors (4 years)|Yes|YesExpired|50|zero
140394|USA|M|20|E|DBAG|N|20||2||NP|S|M|98|Bachelors (4 years)|Yes|N|48|one
91000|USA|M|17|E|DBAG|N|17||3||SG|S|M|76|Associates (2 years)|Yes|N|43|zero
57000|UK|M|13|E|DBAG|N|33||6||FG|S|F|40|Bachelors (4 years)|No|YesExpired|37|zero
121000|USA|M|20|E|DBAG|Y|5||1||PB|S|M|300|None (no degree completed)||N|60|five
150000|USA|M|13|IC|A|N|4||2||PB|SE|M|10|Bachelors (4 years)|Yes|YesValid|45|zero
86000|USA|M|15|E|AN|Y|10||0||SG|S|M|1|Bachelors (4 years)|No|N|40|zero
115000|USA|M|15|E|DBAG|N|10||6||PB|S|F|700|Bachelors (4 years)|No|N|40|five
90000|USA|M|10|E|DA|N|1||2||PB|S|M|5|Bachelors (4 years)|Yes|N|40|five
345000|USA|M|19|E|DBAG|Y|5||3||PB|S|M|16|Bachelors (4 years)|No|N|55|three
95000|USA|M|7|E|DBAP|N|3||0||PB|S|M|20|Bachelors (4 years)|Yes|N|40|one
158200|USA|M|18|E|DBAD|N|18||0||PB|S|M|7|Bachelors (4 years)|No|YesExpired|40|five
75000|USA|M|3|E|DBAP|Y|3||1||PB|S|M|450|Bachelors (4 years)|Yes|N|40|one
100000|USA|DB2|15|E|AN|Y|2||0||PB|S|M|15|Masters|No|N|45|zero
175000|USA|O|9|EC|A|N|6||0||E|C|M|4|Bachelors (4 years)|Yes|YesExpired|42|zero
95000|USA|M|5|E|AN|N|10||6||E|S|M|6|Bachelors (4 years)|Yes|N|40|zero
150000|USA|A|2|E|M|Y|1||6||PB|S|M|10|Masters|Yes|N|45|zero
